Match Number,Round Number,Date,Location,Home Team,Away Team,Result
319,7,04/12/2025 00:30,Madison Square Garden,New York Knicks,Charlotte Hornets,
320,7,04/12/2025 01:00,United Center,Chicago Bulls,Brooklyn Nets,
321,7,04/12/2025 01:00,Toyota Center,Houston Rockets,Sacramento Kings,
322,7,04/12/2025 01:00,Fiserv Forum,Milwaukee Bucks,Detroit Pistons,
323,7,04/12/2025 01:30,American Airlines Center,Dallas Mavericks,Miami Heat,
324,7,05/12/2025 00:00,Xfinity Mobile Arena,Philadelphia 76ers,Golden State Warriors,
325,7,05/12/2025 00:00,Capital One Arena,Washington Wizards,Boston Celtics,
326,7,05/12/2025 00:30,Barclays Center,Brooklyn Nets,Utah Jazz,
327,7,05/12/2025 00:30,Scotiabank Arena,Toronto Raptors,Los Angeles Lakers,
328,7,05/12/2025 01:00,Smoothie King Center,New Orleans Pelicans,Minnesota Timberwolves,
329,7,06/12/2025 00:00,TD Garden,Boston Celtics,Los Angeles Lakers,
330,7,06/12/2025 00:00,Kia Center,Orlando Magic,Miami Heat,
331,7,06/12/2025 00:30,State Farm Arena,Atlanta Hawks,Denver Nuggets,
332,7,06/12/2025 00:30,Rocket Arena,Cleveland Cavaliers,San Antonio Spurs,
333,7,06/12/2025 00:30,Little Caesars Arena,Detroit Pistons,Portland Trail Blazers,
334,7,06/12/2025 00:30,Madison Square Garden,New York Knicks,Utah Jazz,
335,7,06/12/2025 00:30,Scotiabank Arena,Toronto Raptors,Charlotte Hornets,
336,7,06/12/2025 01:00,United Center,Chicago Bulls,Indiana Pacers,
337,7,06/12/2025 01:00,Toyota Center,Houston Rockets,Phoenix Suns,
338,7,06/12/2025 01:00,FedExForum,Memphis Grizzlies,LA Clippers,
339,7,06/12/2025 01:00,Fiserv Forum,Milwaukee Bucks,Philadelphia 76ers,
340,7,06/12/2025 02:30,Paycom Center,Oklahoma City Thunder,Dallas Mavericks,
341,7,06/12/2025 22:00,Barclays Center,Brooklyn Nets,New Orleans Pelicans,
342,7,07/12/2025 00:00,Capital One Arena,Washington Wizards,Atlanta Hawks,
343,7,07/12/2025 00:30,Rocket Arena,Cleveland Cavaliers,Golden State Warriors,
344,7,07/12/2025 00:30,Little Caesars Arena,Detroit Pistons,Milwaukee Bucks,
345,7,07/12/2025 01:00,Kaseya Center,Miami Heat,Sacramento Kings,
346,7,07/12/2025 01:00,Target Center,Minnesota Timberwolves,LA Clippers,
347,7,07/12/2025 01:30,American Airlines Center,Dallas Mavericks,Houston Rockets,
348,7,07/12/2025 17:00,Madison Square Garden,New York Knicks,Orlando Magic,
349,7,07/12/2025 20:30,Scotiabank Arena,Toronto Raptors,Boston Celtics,
350,7,07/12/2025 23:00,Spectrum Center,Charlotte Hornets,Denver Nuggets,
351,7,07/12/2025 23:00,FedExForum,Memphis Grizzlies,Portland Trail Blazers,
352,7,08/12/2025 00:00,United Center,Chicago Bulls,Golden State Warriors,
353,7,08/12/2025 00:30,Xfinity Mobile Arena,Philadelphia 76ers,Los Angeles Lakers,
354,7,08/12/2025 01:00,Delta Center,Utah Jazz,Oklahoma City Thunder,
355,7,09/12/2025 00:00,Gainbridge Fieldhouse,Indiana Pacers,Sacramento Kings,
356,7,09/12/2025 01:00,Target Center,Minnesota Timberwolves,Phoenix Suns,
357,7,09/12/2025 02:30,Smoothie King Center,New Orleans Pelicans,San Antonio Spurs,
358,8,18/12/2025 01:00,United Center,Chicago Bulls,Cleveland Cavaliers,
359,8,18/12/2025 01:00,Target Center,Minnesota Timberwolves,Memphis Grizzlies,
360,8,18/12/2025 01:00,Paycom Center,Oklahoma City Thunder,LA Clippers,
361,8,18/12/2025 01:00,Frost Bank Center,San Antonio Spurs,Washington Wizards,
362,8,19/12/2025 00:00,Spectrum Center,Charlotte Hornets,Atlanta Hawks,
363,8,19/12/2025 00:00,Gainbridge Fieldhouse,Indiana Pacers,New York Knicks,
364,8,19/12/2025 00:30,Barclays Center,Brooklyn Nets,Miami Heat,
365,8,19/12/2025 01:00,Fiserv Forum,Milwaukee Bucks,Toronto Raptors,
366,8,19/12/2025 01:00,Smoothie King Center,New Orleans Pelicans,Houston Rockets,
367,8,19/12/2025 01:30,American Airlines Center,Dallas Mavericks,Detroit Pistons,
368,8,19/12/2025 02:00,Ball Arena,Denver Nuggets,Orlando Magic,
369,8,19/12/2025 02:00,Mortgage Matchup Center,Phoenix Suns,Golden State Warriors,
370,8,19/12/2025 02:00,Delta Center,Utah Jazz,Los Angeles Lakers,
371,8,19/12/2025 03:00,Moda Center,Portland Trail Blazers,Sacramento Kings,
372,8,20/12/2025 00:00,TD Garden,Boston Celtics,Miami Heat,
373,8,20/12/2025 00:00,Madison Square Garden,New York Knicks,Philadelphia 76ers,
374,8,20/12/2025 00:30,State Farm Arena,Atlanta Hawks,San Antonio Spurs,
375,8,20/12/2025 00:30,Rocket Arena,Cleveland Cavaliers,Chicago Bulls,
376,8,20/12/2025 02:30,Target Center,Minnesota Timberwolves,Oklahoma City Thunder,
377,8,20/12/2025 22:00,Ball Arena,Denver Nuggets,Houston Rockets,
378,8,21/12/2025 00:00,Xfinity Mobile Arena,Philadelphia 76ers,Dallas Mavericks,
379,8,21/12/2025 00:00,Scotiabank Arena,Toronto Raptors,Boston Celtics,
380,8,21/12/2025 00:00,Smoothie King Center,New Orleans Pelicans,Indiana Pacers,
381,8,21/12/2025 00:30,Little Caesars Arena,Detroit Pistons,Charlotte Hornets,
382,8,21/12/2025 01:00,FedExForum,Memphis Grizzlies,Washington Wizards,
383,8,21/12/2025 01:30,Chase Center,Golden State Warriors,Phoenix Suns,
384,8,21/12/2025 02:30,Delta Center,Utah Jazz,Orlando Magic,
385,8,21/12/2025 03:00,Golden 1 Center,Sacramento Kings,Portland Trail Blazers,
386,8,21/12/2025 03:30,Intuit Dome,LA Clippers,Los Angeles Lakers,
387,8,21/12/2025 20:30,State Farm Arena,Atlanta Hawks,Chicago Bulls,
388,8,21/12/2025 23:00,Barclays Center,Brooklyn Nets,Toronto Raptors,
389,8,21/12/2025 23:00,Madison Square Garden,New York Knicks,Miami Heat,
390,8,22/12/2025 00:00,Capital One Arena,Washington Wizards,San Antonio Spurs,
391,8,22/12/2025 00:00,Target Center,Minnesota Timberwolves,Milwaukee Bucks,
392,8,22/12/2025 03:00,Golden 1 Center,Sacramento Kings,Houston Rockets,
393,8,23/12/2025 00:00,Rocket Arena,Cleveland Cavaliers,Charlotte Hornets,
394,8,23/12/2025 00:30,TD Garden,Boston Celtics,Indiana Pacers,
395,8,23/12/2025 01:00,Smoothie King Center,New Orleans Pelicans,Dallas Mavericks,
396,8,23/12/2025 02:00,Ball Arena,Denver Nuggets,Utah Jazz,
397,8,23/12/2025 02:30,Paycom Center,Oklahoma City Thunder,Memphis Grizzlies,
398,8,23/12/2025 03:00,Chase Center,Golden State Warriors,Orlando Magic,
399,8,23/12/2025 03:00,Moda Center,Portland Trail Blazers,Detroit Pistons,
400,8,24/12/2025 00:00,Spectrum Center,Charlotte Hornets,Washington Wizards,
401,8,24/12/2025 00:00,Xfinity Mobile Arena,Philadelphia 76ers,Brooklyn Nets,
402,8,24/12/2025 00:30,State Farm Arena,Atlanta Hawks,Chicago Bulls,
403,8,24/12/2025 00:30,Rocket Arena,Cleveland Cavaliers,New Orleans Pelicans,
404,8,24/12/2025 00:30,Gainbridge Fieldhouse,Indiana Pacers,Milwaukee Bucks,
405,8,24/12/2025 00:30,Kaseya Center,Miami Heat,Toronto Raptors,
406,8,24/12/2025 01:00,American Airlines Center,Dallas Mavericks,Denver Nuggets,
407,8,24/12/2025 01:00,Target Center,Minnesota Timberwolves,New York Knicks,
408,8,24/12/2025 01:30,Frost Bank Center,San Antonio Spurs,Oklahoma City Thunder,
409,8,24/12/2025 02:00,Mortgage Matchup Center,Phoenix Suns,Los Angeles Lakers,
410,8,24/12/2025 02:00,Delta Center,Utah Jazz,Memphis Grizzlies,
411,8,24/12/2025 03:00,Moda Center,Portland Trail Blazers,Orlando Magic,
412,8,24/12/2025 03:00,Golden 1 Center,Sacramento Kings,Detroit Pistons,
413,8,24/12/2025 04:00,Intuit Dome,LA Clippers,Houston Rockets,
414,9,25/12/2025 17:00,Madison Square Garden,New York Knicks,Cleveland Cavaliers,
415,9,25/12/2025 19:30,Paycom Center,Oklahoma City Thunder,San Antonio Spurs,
416,9,25/12/2025 22:00,Chase Center,Golden State Warriors,Dallas Mavericks,
417,9,26/12/2025 01:00,Crypto.com Arena,Los Angeles Lakers,Houston Rockets,
418,9,26/12/2025 03:30,Ball Arena,Denver Nuggets,Minnesota Timberwolves,
419,9,27/12/2025 00:00,State Farm Arena,Atlanta Hawks,Miami Heat,
420,9,27/12/2025 00:00,Kia Center,Orlando Magic,Charlotte Hornets,
421,9,27/12/2025 00:00,Capital One Arena,Washington Wizards,Toronto Raptors,
422,9,27/12/2025 00:30,Gainbridge Fieldhouse,Indiana Pacers,Boston Celtics,
423,9,27/12/2025 01:00,United Center,Chicago Bulls,Philadelphia 76ers,
424,9,27/12/2025 01:00,FedExForum,Memphis Grizzlies,Milwaukee Bucks,
425,9,27/12/2025 01:00,Smoothie King Center,New Orleans Pelicans,Phoenix Suns,
426,9,27/12/2025 02:30,Delta Center,Utah Jazz,Detroit Pistons,
427,9,27/12/2025 03:00,Moda Center,Portland Trail Blazers,LA Clippers,
428,9,27/12/2025 22:00,Golden 1 Center,Sacramento Kings,Dallas Mavericks,
429,9,28/12/2025 00:00,Kia Center,Orlando Magic,Denver Nuggets,
430,9,28/12/2025 00:00,Smoothie King Center,New Orleans Pelicans,Phoenix Suns,
431,9,28/12/2025 01:00,State Farm Arena,Atlanta Hawks,New York Knicks,
432,9,28/12/2025 01:00,Kaseya Center,Miami Heat,Indiana Pacers,
433,9,28/12/2025 01:00,United Center,Chicago Bulls,Milwaukee Bucks,
434,9,28/12/2025 01:00,Toyota Center,Houston Rockets,Cleveland Cavaliers,
435,9,28/12/2025 01:00,Target Center,Minnesota Timberwolves,Brooklyn Nets,
436,9,28/12/2025 01:00,Frost Bank Center,San Antonio Spurs,Utah Jazz,
437,9,28/12/2025 20:30,Scotiabank Arena,Toronto Raptors,Golden State Warriors,
438,9,28/12/2025 20:30,Paycom Center,Oklahoma City Thunder,Philadelphia 76ers,
439,9,28/12/2025 23:00,Capital One Arena,Washington Wizards,Memphis Grizzlies,
440,9,28/12/2025 23:00,Moda Center,Portland Trail Blazers,Boston Celtics,
441,9,29/12/2025 02:00,Intuit Dome,LA Clippers,Detroit Pistons,
442,9,29/12/2025 02:30,Crypto.com Arena,Los Angeles Lakers,Sacramento Kings,
443,9,30/12/2025 00:00,Spectrum Center,Charlotte Hornets,Milwaukee Bucks,
444,9,30/12/2025 00:00,Capital One Arena,Washington Wizards,Phoenix Suns,
445,9,30/12/2025 00:30,Barclays Center,Brooklyn Nets,Golden State Warriors,
446,9,30/12/2025 00:30,Kaseya Center,Miami Heat,Denver Nuggets,
447,9,30/12/2025 00:30,Scotiabank Arena,Toronto Raptors,Orlando Magic,
448,9,30/12/2025 01:00,United Center,Chicago Bulls,Minnesota Timberwolves,
449,9,30/12/2025 01:00,Toyota Center,Houston Rockets,Indiana Pacers,
450,9,30/12/2025 01:00,Smoothie King Center,New Orleans Pelicans,New York Knicks,
451,9,30/12/2025 01:00,Paycom Center,Oklahoma City Thunder,Atlanta Hawks,
452,9,30/12/2025 01:00,Frost Bank Center,San Antonio Spurs,Cleveland Cavaliers,
453,9,30/12/2025 04:00,Moda Center,Portland Trail Blazers,Dallas Mavericks,
454,9,31/12/2025 01:00,FedExForum,Memphis Grizzlies,Philadelphia 76ers,
455,9,31/12/2025 02:00,Delta Center,Utah Jazz,Boston Celtics,
456,9,31/12/2025 03:30,Crypto.com Arena,Los Angeles Lakers,Detroit Pistons,
457,9,31/12/2025 04:00,Intuit Dome,LA Clippers,Sacramento Kings,
458,9,31/12/2025 18:00,Spectrum Center,Charlotte Hornets,Golden State Warriors,
459,9,31/12/2025 20:00,State Farm Arena,Atlanta Hawks,Minnesota Timberwolves,
460,9,31/12/2025 20:00,Gainbridge Fieldhouse,Indiana Pacers,Orlando Magic,
461,9,31/12/2025 20:30,Rocket Arena,Cleveland Cavaliers,Phoenix Suns,
462,9,01/01/2026 00:00,United Center,Chicago Bulls,New Orleans Pelicans,
463,9,01/01/2026 00:00,Frost Bank Center,San Antonio Spurs,New York Knicks,
464,9,01/01/2026 00:30,Scotiabank Arena,Toronto Raptors,Denver Nuggets,
465,9,01/01/2026 01:00,Fiserv Forum,Milwaukee Bucks,Washington Wizards,
466,9,01/01/2026 01:00,Paycom Center,Oklahoma City Thunder,Portland Trail Blazers,
467,10,01/01/2026 23:00,Barclays Center,Brooklyn Nets,Houston Rockets,
468,10,02/01/2026 00:00,Little Caesars Arena,Detroit Pistons,Miami Heat,
469,10,02/01/2026 01:30,American Airlines Center,Dallas Mavericks,Philadelphia 76ers,
470,10,02/01/2026 03:00,Golden 1 Center,Sacramento Kings,Boston Celtics,
471,10,02/01/2026 03:30,Intuit Dome,LA Clippers,Utah Jazz,
472,10,03/01/2026 00:00,Gainbridge Fieldhouse,Indiana Pacers,San Antonio Spurs,
473,10,03/01/2026 00:00,Capital One Arena,Washington Wizards,Brooklyn Nets,
474,10,03/01/2026 00:30,Rocket Arena,Cleveland Cavaliers,Denver Nuggets,
475,10,03/01/2026 00:30,Madison Square Garden,New York Knicks,Atlanta Hawks,
476,10,03/01/2026 01:00,United Center,Chicago Bulls,Orlando Magic,
477,10,03/01/2026 01:00,Fiserv Forum,Milwaukee Bucks,Charlotte Hornets,
478,10,03/01/2026 01:00,Smoothie King Center,New Orleans Pelicans,Portland Trail Blazers,
479,10,03/01/2026 02:00,Mortgage Matchup Center,Phoenix Suns,Sacramento Kings,
480,10,03/01/2026 03:00,Chase Center,Golden State Warriors,Oklahoma City Thunder,
481,10,03/01/2026 03:30,Crypto.com Arena,Los Angeles Lakers,Memphis Grizzlies,
482,10,03/01/2026 22:00,Kaseya Center,Miami Heat,Minnesota Timberwolves,
483,10,04/01/2026 00:30,Madison Square Garden,New York Knicks,Philadelphia 76ers,
484,10,04/01/2026 00:30,Scotiabank Arena,Toronto Raptors,Atlanta Hawks,
485,10,04/01/2026 01:00,United Center,Chicago Bulls,Charlotte Hornets,
486,10,04/01/2026 01:00,Frost Bank Center,San Antonio Spurs,Portland Trail Blazers,
487,10,04/01/2026 01:30,American Airlines Center,Dallas Mavericks,Houston Rockets,
488,10,04/01/2026 03:00,Chase Center,Golden State Warriors,Utah Jazz,
489,10,04/01/2026 03:30,Intuit Dome,LA Clippers,Boston Celtics,
490,10,04/01/2026 19:00,Rocket Arena,Cleveland Cavaliers,Detroit Pistons,
491,10,04/01/2026 20:00,Kia Center,Orlando Magic,Indiana Pacers,
492,10,04/01/2026 20:30,Barclays Center,Brooklyn Nets,Denver Nuggets,
493,10,04/01/2026 23:00,Kaseya Center,Miami Heat,New Orleans Pelicans,
494,10,04/01/2026 23:00,Capital One Arena,Washington Wizards,Minnesota Timberwolves,
495,10,05/01/2026 01:00,Mortgage Matchup Center,Phoenix Suns,Oklahoma City Thunder,
496,10,05/01/2026 02:00,Golden 1 Center,Sacramento Kings,Milwaukee Bucks,
497,10,05/01/2026 02:30,Crypto.com Arena,Los Angeles Lakers,Memphis Grizzlies,
498,10,06/01/2026 00:00,Little Caesars Arena,Detroit Pistons,New York Knicks,
499,10,06/01/2026 00:30,TD Garden,Boston Celtics,Chicago Bulls,
500,10,06/01/2026 00:30,Scotiabank Arena,Toronto Raptors,Atlanta Hawks,
501,10,06/01/2026 01:00,Toyota Center,Houston Rockets,Phoenix Suns,
502,10,06/01/2026 01:00,Paycom Center,Oklahoma City Thunder,Charlotte Hornets,
503,10,06/01/2026 01:30,Xfinity Mobile Arena,Philadelphia 76ers,Denver Nuggets,
504,10,06/01/2026 03:00,Intuit Dome,LA Clippers,Golden State Warriors,
505,10,06/01/2026 03:00,Moda Center,Portland Trail Blazers,Utah Jazz,
506,10,07/01/2026 00:00,Gainbridge Fieldhouse,Indiana Pacers,Cleveland Cavaliers,
507,10,07/01/2026 00:00,Capital One Arena,Washington Wizards,Orlando Magic,
508,10,07/01/2026 01:00,FedExForum,Memphis Grizzlies,San Antonio Spurs,
509,10,07/01/2026 01:00,Target Center,Minnesota Timberwolves,Miami Heat,
510,10,07/01/2026 01:00,Smoothie King Center,New Orleans Pelicans,Los Angeles Lakers,
511,10,07/01/2026 04:00,Golden 1 Center,Sacramento Kings,Dallas Mavericks,
512,10,08/01/2026 00:00,Spectrum Center,Charlotte Hornets,Toronto Raptors,
513,10,08/01/2026 00:00,Little Caesars Arena,Detroit Pistons,Chicago Bulls,
514,10,08/01/2026 00:00,Xfinity Mobile Arena,Philadelphia 76ers,Washington Wizards,
515,10,08/01/2026 00:30,State Farm Arena,Atlanta Hawks,New Orleans Pelicans,
516,10,08/01/2026 00:30,TD Garden,Boston Celtics,Denver Nuggets,
517,10,08/01/2026 00:30,Barclays Center,Brooklyn Nets,Orlando Magic,
518,10,08/01/2026 00:30,Madison Square Garden,New York Knicks,LA Clippers,
519,10,08/01/2026 00:30,Frost Bank Center,San Antonio Spurs,Los Angeles Lakers,
520,10,08/01/2026 01:00,FedExForum,Memphis Grizzlies,Phoenix Suns,
521,10,08/01/2026 01:00,Paycom Center,Oklahoma City Thunder,Utah Jazz,
522,10,08/01/2026 03:00,Chase Center,Golden State Warriors,Milwaukee Bucks,
523,10,08/01/2026 03:00,Moda Center,Portland Trail Blazers,Houston Rockets,
524,11,09/01/2026 00:00,Spectrum Center,Charlotte Hornets,Indiana Pacers,
525,11,09/01/2026 01:00,United Center,Chicago Bulls,Miami Heat,
526,11,09/01/2026 01:00,Target Center,Minnesota Timberwolves,Cleveland Cavaliers,
527,11,09/01/2026 02:00,Delta Center,Utah Jazz,Dallas Mavericks,
528,11,10/01/2026 00:00,TD Garden,Boston Celtics,Toronto Raptors,
529,11,10/01/2026 00:00,Kia Center,Orlando Magic,Philadelphia 76ers,
530,11,10/01/2026 00:00,Capital One Arena,Washington Wizards,New Orleans Pelicans,
531,11,10/01/2026 00:30,Barclays Center,Brooklyn Nets,LA Clippers,
532,11,10/01/2026 01:00,FedExForum,Memphis Grizzlies,Oklahoma City Thunder,
533,11,10/01/2026 02:00,Ball Arena,Denver Nuggets,Atlanta Hawks,
534,11,10/01/2026 02:00,Mortgage Matchup Center,Phoenix Suns,New York Knicks,
535,11,10/01/2026 03:00,Chase Center,Golden State Warriors,Sacramento Kings,
536,11,10/01/2026 03:00,Moda Center,Portland Trail Blazers,Houston Rockets,
537,11,10/01/2026 03:30,Crypto.com Arena,Los Angeles Lakers,Milwaukee Bucks,
538,11,10/01/2026 18:00,Rocket Arena,Cleveland Cavaliers,Minnesota Timberwolves,
539,11,11/01/2026 00:00,Gainbridge Fieldhouse,Indiana Pacers,Miami Heat,
540,11,11/01/2026 00:30,Little Caesars Arena,Detroit Pistons,LA Clippers,
541,11,11/01/2026 01:00,TD Garden,Boston Celtics,San Antonio Spurs,
542,11,11/01/2026 01:00,United Center,Chicago Bulls,Dallas Mavericks,
543,11,11/01/2026 02:30,Delta Center,Utah Jazz,Charlotte Hornets,
544,11,11/01/2026 20:00,Kia Center,Orlando Magic,New Orleans Pelicans,
545,11,11/01/2026 20:30,FedExForum,Memphis Grizzlies,Brooklyn Nets,
546,11,11/01/2026 23:00,Scotiabank Arena,Toronto Raptors,Philadelphia 76ers,
547,11,11/01/2026 23:00,Moda Center,Portland Trail Blazers,New York Knicks,
548,11,12/01/2026 00:00,Target Center,Minnesota Timberwolves,San Antonio Spurs,
549,11,12/01/2026 00:00,Paycom Center,Oklahoma City Thunder,Miami Heat,
550,11,12/01/2026 01:00,Ball Arena,Denver Nuggets,Milwaukee Bucks,
551,11,12/01/2026 01:00,Mortgage Matchup Center,Phoenix Suns,Washington Wizards,
552,11,12/01/2026 01:30,Chase Center,Golden State Warriors,Atlanta Hawks,
553,11,12/01/2026 02:00,Golden 1 Center,Sacramento Kings,Houston Rockets,
554,11,13/01/2026 00:00,Rocket Arena,Cleveland Cavaliers,Utah Jazz,
555,11,13/01/2026 00:30,Gainbridge Fieldhouse,Indiana Pacers,Boston Celtics,
556,11,13/01/2026 00:30,Scotiabank Arena,Toronto Raptors,Philadelphia 76ers,
557,11,13/01/2026 01:30,American Airlines Center,Dallas Mavericks,Brooklyn Nets,
558,11,13/01/2026 03:00,Golden 1 Center,Sacramento Kings,Los Angeles Lakers,
559,11,13/01/2026 03:30,Intuit Dome,LA Clippers,Charlotte Hornets,
560,11,14/01/2026 00:30,Kaseya Center,Miami Heat,Phoenix Suns,
561,11,14/01/2026 01:00,Toyota Center,Houston Rockets,Chicago Bulls,
562,11,14/01/2026 01:00,Fiserv Forum,Milwaukee Bucks,Minnesota Timberwolves,
563,11,14/01/2026 01:00,Smoothie King Center,New Orleans Pelicans,Denver Nuggets,
564,11,14/01/2026 01:00,Paycom Center,Oklahoma City Thunder,San Antonio Spurs,
565,11,14/01/2026 03:30,Crypto.com Arena,Los Angeles Lakers,Atlanta Hawks,
566,11,14/01/2026 04:00,Chase Center,Golden State Warriors,Portland Trail Blazers,
567,11,15/01/2026 00:00,Gainbridge Fieldhouse,Indiana Pacers,Toronto Raptors,
568,11,15/01/2026 00:00,Xfinity Mobile Arena,Philadelphia 76ers,Cleveland Cavaliers,
569,11,15/01/2026 01:00,United Center,Chicago Bulls,Utah Jazz,
570,11,15/01/2026 01:00,Smoothie King Center,New Orleans Pelicans,Brooklyn Nets,
571,11,15/01/2026 02:30,American Airlines Center,Dallas Mavericks,Denver Nuggets,
572,11,15/01/2026 03:00,Golden 1 Center,Sacramento Kings,New York Knicks,
573,11,15/01/2026 03:30,Intuit Dome,LA Clippers,Washington Wizards,
574,12,15/01/2026 19:00,Uber Arena,Orlando Magic,Memphis Grizzlies,
575,12,16/01/2026 00:00,Little Caesars Arena,Detroit Pistons,Phoenix Suns,
576,12,16/01/2026 00:30,Kaseya Center,Miami Heat,Boston Celtics,
577,12,16/01/2026 00:30,Toyota Center,Houston Rockets,Oklahoma City Thunder,
578,12,16/01/2026 01:00,Frost Bank Center,San Antonio Spurs,Milwaukee Bucks,
579,12,16/01/2026 01:30,American Airlines Center,Dallas Mavericks,Utah Jazz,
580,12,16/01/2026 03:00,Chase Center,Golden State Warriors,New York Knicks,
581,12,16/01/2026 03:00,Moda Center,Portland Trail Blazers,Atlanta Hawks,
582,12,16/01/2026 03:30,Crypto.com Arena,Los Angeles Lakers,Charlotte Hornets,
583,12,17/01/2026 00:00,Barclays Center,Brooklyn Nets,Chicago Bulls,
584,12,17/01/2026 00:00,Gainbridge Fieldhouse,Indiana Pacers,New Orleans Pelicans,
585,12,17/01/2026 00:00,Xfinity Mobile Arena,Philadelphia 76ers,Cleveland Cavaliers,
586,12,17/01/2026 00:30,Scotiabank Arena,Toronto Raptors,LA Clippers,
587,12,17/01/2026 02:30,Toyota Center,Houston Rockets,Minnesota Timberwolves,
588,12,17/01/2026 03:00,Golden 1 Center,Sacramento Kings,Washington Wizards,
589,12,17/01/2026 22:00,American Airlines Center,Dallas Mavericks,Utah Jazz,
590,12,18/01/2026 00:30,State Farm Arena,Atlanta Hawks,Boston Celtics,
591,12,18/01/2026 00:30,Little Caesars Arena,Detroit Pistons,Indiana Pacers,
592,12,18/01/2026 00:30,Madison Square Garden,New York Knicks,Phoenix Suns,
593,12,18/01/2026 01:00,Kaseya Center,Miami Heat,Oklahoma City Thunder,
594,12,18/01/2026 01:00,Frost Bank Center,San Antonio Spurs,Minnesota Timberwolves,
595,12,18/01/2026 01:30,Chase Center,Golden State Warriors,Charlotte Hornets,
596,12,18/01/2026 02:00,Ball Arena,Denver Nuggets,Washington Wizards,
597,12,18/01/2026 03:00,Moda Center,Portland Trail Blazers,Los Angeles Lakers,
598,12,18/01/2026 17:00,The O2 Arena,Memphis Grizzlies,Orlando Magic,
599,12,19/01/2026 00:00,United Center,Chicago Bulls,Brooklyn Nets,
600,12,19/01/2026 00:00,Toyota Center,Houston Rockets,New Orleans Pelicans,
601,12,19/01/2026 01:00,Ball Arena,Denver Nuggets,Charlotte Hornets,
602,12,19/01/2026 02:00,Golden 1 Center,Sacramento Kings,Portland Trail Blazers,
603,12,19/01/2026 02:30,Crypto.com Arena,Los Angeles Lakers,Toronto Raptors,
604,12,19/01/2026 18:00,State Farm Arena,Atlanta Hawks,Milwaukee Bucks,
605,12,19/01/2026 19:30,Rocket Arena,Cleveland Cavaliers,Oklahoma City Thunder,
608,12,19/01/2026 20:00,Capital One Arena,Washington Wizards,LA Clippers,
606,12,19/01/2026 22:00,Madison Square Garden,New York Knicks,Dallas Mavericks,
609,12,20/01/2026 00:00,Xfinity Mobile Arena,Philadelphia 76ers,Indiana Pacers,
610,12,20/01/2026 00:30,Barclays Center,Brooklyn Nets,Phoenix Suns,
607,12,20/01/2026 01:00,Little Caesars Arena,Detroit Pistons,Boston Celtics,
611,12,20/01/2026 01:00,Frost Bank Center,San Antonio Spurs,Utah Jazz,
612,12,20/01/2026 03:00,Chase Center,Golden State Warriors,Miami Heat,
613,12,21/01/2026 00:00,Xfinity Mobile Arena,Philadelphia 76ers,Phoenix Suns,
614,12,21/01/2026 01:00,United Center,Chicago Bulls,LA Clippers,
615,12,21/01/2026 01:00,Toyota Center,Houston Rockets,San Antonio Spurs,
616,12,21/01/2026 02:00,Delta Center,Utah Jazz,Minnesota Timberwolves,
617,12,21/01/2026 03:00,Ball Arena,Denver Nuggets,Los Angeles Lakers,
618,12,21/01/2026 03:00,Chase Center,Golden State Warriors,Toronto Raptors,
619,12,21/01/2026 03:00,Golden 1 Center,Sacramento Kings,Miami Heat,
620,12,22/01/2026 00:00,Spectrum Center,Charlotte Hornets,Cleveland Cavaliers,
621,12,22/01/2026 00:30,TD Garden,Boston Celtics,Indiana Pacers,
622,12,22/01/2026 00:30,Madison Square Garden,New York Knicks,Brooklyn Nets,
623,12,22/01/2026 01:00,FedExForum,Memphis Grizzlies,Atlanta Hawks,
624,12,22/01/2026 01:00,Smoothie King Center,New Orleans Pelicans,Detroit Pistons,
625,12,22/01/2026 02:30,Fiserv Forum,Milwaukee Bucks,Oklahoma City Thunder,
626,12,22/01/2026 03:00,Golden 1 Center,Sacramento Kings,Toronto Raptors,
627,13,23/01/2026 00:00,Kia Center,Orlando Magic,Charlotte Hornets,
628,13,23/01/2026 00:00,Xfinity Mobile Arena,Philadelphia 76ers,Houston Rockets,
629,13,23/01/2026 00:00,Capital One Arena,Washington Wizards,Denver Nuggets,
630,13,23/01/2026 00:30,American Airlines Center,Dallas Mavericks,Golden State Warriors,
631,13,23/01/2026 01:00,Target Center,Minnesota Timberwolves,Chicago Bulls,
632,13,23/01/2026 02:00,Delta Center,Utah Jazz,San Antonio Spurs,
633,13,23/01/2026 03:00,Intuit Dome,LA Clippers,Los Angeles Lakers,
634,13,23/01/2026 03:00,Moda Center,Portland Trail Blazers,Miami Heat,
635,13,24/01/2026 00:00,Little Caesars Arena,Detroit Pistons,Houston Rockets,
636,13,24/01/2026 00:30,State Farm Arena,Atlanta Hawks,Phoenix Suns,
637,13,24/01/2026 00:30,Barclays Center,Brooklyn Nets,Boston Celtics,
638,13,24/01/2026 00:30,Rocket Arena,Cleveland Cavaliers,Sacramento Kings,
639,13,24/01/2026 01:00,FedExForum,Memphis Grizzlies,New Orleans Pelicans,
640,13,24/01/2026 01:00,Fiserv Forum,Milwaukee Bucks,Denver Nuggets,
641,13,24/01/2026 02:30,Paycom Center,Oklahoma City Thunder,Indiana Pacers,
642,13,24/01/2026 03:00,Moda Center,Portland Trail Blazers,Toronto Raptors,
